Ensembl_Gene_ID	E.t1.I	E.t1.II	E.t1.III	E.t4.I	E.t4.II	E.t4.III	E.t6.I	E.t6.II	E.t6.III	E.t8.I	E.t8.II	E.t8.III
ENSG00000166173	15	78	144	160	107	399	39	127	345	88	207	402
ENSG00000166181	107	142	52	29	220	95	184	348	329	248	468	3
ENSG00000166183	30	124	68	234	304	379	315	523	102	33	527	434
ENSG00000166188	122	38	116	375	274	165	272	122	292	287	350	218
ENSG00000166189	34	191	149	118	110	65	227	568	11	374	237	642
ENSG00000166192	142	1	175	185	147	66	169	133	405	68	372	370
ENSG00000166197	29	38	76	32	17	359	408	261	120	422	581	84
ENSG00000166199	35	189	217	247	154	319	222	85	56	561	315	355
ENSG00000166200	54	66	160	142	14	401	208	222	58	242	261	849
ENSG00000166206	76	154	86	378	377	423	193	558	482	371	298	256
ENSG00000166211	168	137	86	298	145	305	458	464	511	555	467	574
ENSG00000166220	1	86	115	315	224	107	35	86	226	540	289	242
ENSG00000166224	33	180	152	114	91	362	262	353	1	555	368	769
ENSG00000166225	176	118	146	369	294	350	452	115	147	365	710	18
ENSG00000166226	16	78	205	340	84	15	150	207	111	501	548	840
ENSG00000166228	40	5	0	252	49	245	307	359	618	452	474	705
ENSG00000166233	137	142	112	93	377	307	238	207	35	394	595	780
ENSG00000166246	63	71	138	276	43	162	151	413	570	428	197	371
ENSG00000166250	180	54	202	11	43	66	172	309	231	80	700	52
ENSG00000166257	114	106	31	288	253	183	184	485	482	657	237	669
ENSG00000166260	84	75	129	12	98	170	209	234	511	674	443	680
ENSG00000166261	79	178	70	97	165	229	503	45	101	677	59	761
ENSG00000166262	129	31	131	294	151	338	263	228	414	337	512	357
ENSG00000166263	179	146	7	98	317	155	85	122	173	663	664	706
ENSG00000166265	44	148	200	358	248	36	531	272	429	401	126	450
ENSG00000166266	82	115	111	66	234	347	466	9	277	298	400	867
ENSG00000166268	168	36	46	101	80	425	130	410	469	296	298	289
ENSG00000166272	43	135	211	217	149	268	281	113	539	210	274	479
ENSG00000166275	22	57	88	364	276	404	216	235	1	141	284	310
ENSG00000166289	51	43	133	374	286	29	351	299	499	504	493	466
ENSG00000166292	49	149	1	84	120	122	534	36	91	79	157	232
ENSG00000166295	60	182	156	259	305	122	283	314	610	264	238	93
ENSG00000166311	32	191	211	85	10	94	178	155	368	355	252	310
ENSG00000166313	40	165	72	309	169	310	188	7	223	4	219	812
ENSG00000166317	109	122	162	355	262	209	345	458	261	14	107	574
ENSG00000166321	63	142	52	95	337	358	442	320	19	296	342	719
ENSG00000166323	169	99	203	189	221	113	269	54	59	360	503	183
ENSG00000166326	128	112	197	213	278	173	39	322	81	57	665	550
ENSG00000166329	64	137	3	278	292	188	576	126	127	621	187	896
ENSG00000166333	115	159	191	39	75	14	18	2	131	584	195	215
ENSG00000166337	94	71	162	69	320	132	527	323	146	93	688	72
ENSG00000166340	42	139	171	140	27	207	344	97	51	55	494	495
ENSG00000166341	121	48	206	282	385	240	453	40	88	446	337	458
ENSG00000166342	121	8	172	118	348	333	74	49	39	483	225	560
ENSG00000166343	130	135	195	96	96	211	229	281	424	256	108	387
ENSG00000166347	15	42	18	169	168	243	156	530	140	133	16	529
ENSG00000166348	77	131	168	69	242	137	303	543	528	115	670	229
ENSG00000166349	78	12	190	311	30	425	552	404	408	578	418	694
ENSG00000166351	71	159	158	320	47	216	311	60	119	7	243	387
ENSG00000166352	15	77	193	202	282	27	11	519	10	140	510	891
ENSG00000166359	54	148	218	168	16	21	279	536	79	276	170	740
ENSG00000166363	102	65	153	182	194	275	235	292	248	440	478	297
ENSG00000166368	149	157	145	143	159	156	509	158	605	657	681	628
ENSG00000166377	38	4	68	339	225	239	465	71	285	13	503	409
ENSG00000166387	105	8	120	64	400	413	534	380	538	119	459	650
ENSG00000166391	150	17	14	62	385	129	95	160	362	206	653	524
ENSG00000166394	29	141	120	152	388	182	267	117	653	43	127	661
ENSG00000166396	163	3	121	287	80	212	27	603	583	595	581	163
ENSG00000166398	45	7	60	137	52	182	426	560	136	662	39	605
ENSG00000166401	119	143	96	238	339	367	194	313	341	348	394	562
ENSG00000166402	175	155	78	258	232	228	249	152	125	88	660	710
ENSG00000166405	113	181	30	91	186	91	334	123	337	483	116	753
ENSG00000166407	95	89	55	264	181	327	126	515	77	126	472	765
ENSG00000166411	150	142	180	70	268	3	209	192	609	0	551	571
ENSG00000166415	97	4	186	370	325	233	530	523	475	1	435	481
ENSG00000166426	12	34	10	206	123	53	39	395	337	405	36	372
ENSG00000166428	145	115	77	183	181	71	204	439	297	374	509	586
ENSG00000166432	59	107	10	322	399	6	453	174	155	557	352	47
ENSG00000166435	96	29	210	171	139	375	387	114	182	155	227	3
ENSG00000166436	30	172	77	108	359	147	400	485	165	361	351	190
ENSG00000166439	54	193	152	337	136	314	411	581	323	639	436	388
ENSG00000166441	146	181	81	158	3	288	519	562	28	406	58	633
ENSG00000166444	149	12	180	33	49	15	334	50	309	354	386	705
ENSG00000166446	170	183	98	201	67	403	404	170	259	547	356	808
ENSG00000166448	162	13	141	63	336	418	536	120	488	519	71	112
ENSG00000166450	105	105	118	93	212	248	69	0	638	183	152	839
ENSG00000166451	37	155	9	170	346	100	455	460	514	458	593	458
ENSG00000166452	17	195	168	20	123	334	218	208	23	229	1	92
ENSG00000166454	82	11	95	316	130	358	396	80	24	149	169	707
ENSG00000166455	18	89	163	178	371	232	192	298	294	51	327	872
ENSG00000166471	47	159	217	102	276	171	365	54	359	577	539	814
ENSG00000166473	56	177	11	357	14	336	464	503	201	24	568	532
ENSG00000166477	91	139	118	56	151	438	307	170	112	122	724	203
ENSG00000166478	158	157	209	332	95	317	530	510	228	694	413	301
ENSG00000166479	159	187	212	230	157	273	150	192	27	60	366	852
ENSG00000166482	146	150	165	298	381	326	467	200	356	417	111	770
ENSG00000166483	45	103	217	278	100	349	59	62	82	530	194	338
ENSG00000166484	150	146	30	102	20	219	422	434	293	370	615	53
ENSG00000166492	85	168	168	140	251	209	534	441	384	52	520	388
ENSG00000166501	132	167	74	13	32	436	361	266	639	55	356	577
ENSG00000166503	43	21	176	0	187	178	594	77	125	369	310	783
ENSG00000166507	57	145	41	324	68	36	388	415	14	224	740	259
ENSG00000166508	83	108	40	69	279	158	89	572	253	611	57	378
ENSG00000166509	26	151	69	276	176	57	243	144	187	186	488	204
ENSG00000166510	111	71	209	252	312	381	169	134	585	694	598	847
ENSG00000166523	69	158	47	193	1	15	371	355	637	74	328	705
ENSG00000166526	16	64	186	203	381	219	315	77	428	474	650	788
ENSG00000166527	37	187	148	245	328	132	130	408	148	351	436	833
ENSG00000166529	43	105	39	326	280	119	500	215	598	675	168	656
ENSG00000166530	176	102	32	160	22	342	217	242	342	483	644	496
ENSG00000166532	118	56	62	18	90	162	93	246	112	120	233	782
ENSG00000166535	56	40	49	8	78	133	199	420	16	111	114	566
ENSG00000166546	30	129	113	35	92	108	336	25	168	504	300	226
ENSG00000166548	147	199	152	333	239	100	480	92	581	97	402	801
ENSG00000166557	103	99	148	105	380	432	243	543	478	416	655	252
ENSG00000166558	38	54	79	12	337	374	248	8	338	387	712	672
ENSG00000166562	76	16	29	255	178	1	565	188	496	289	95	791
ENSG00000166569	43	31	92	150	301	20	455	89	233	543	205	165
ENSG00000166573	36	196	62	18	200	35	166	60	410	192	473	226
ENSG00000166575	55	43	121	331	150	233	551	590	20	234	733	352
ENSG00000166578	84	162	142	228	270	142	241	470	658	528	245	602
ENSG00000166579	44	126	93	176	325	5	67	420	428	253	202	639
ENSG00000166582	70	115	108	274	185	212	433	548	495	698	81	819
ENSG00000166589	157	60	157	118	341	422	131	4	369	290	102	192
ENSG00000166592	95	84	177	119	55	321	262	586	507	207	45	792
ENSG00000166595	101	165	109	280	242	405	511	398	427	581	75	50
ENSG00000166596	93	42	104	283	201	105	128	189	505	650	248	169
ENSG00000166598	155	136	101	197	377	81	13	16	335	5	634	495
ENSG00000166603	42	158	84	171	312	243	462	499	598	510	118	86
ENSG00000166619	112	81	192	50	275	376	416	463	327	132	164	258
ENSG00000166634	104	138	48	337	184	341	588	9	500	516	608	686
ENSG00000166669	130	82	177	267	307	105	313	318	506	412	2	826
ENSG00000166670	4	190	192	142	304	334	281	141	112	556	578	380
ENSG00000166676	166	123	177	368	352	318	426	281	479	377	282	804
ENSG00000166681	83	149	4	223	343	68	26	285	63	611	561	621
ENSG00000166682	154	125	193	201	85	355	235	286	546	367	4	66
ENSG00000166685	128	123	214	207	73	372	360	229	84	640	503	298
ENSG00000166689	109	13	42	248	271	423	439	280	644	120	421	800
ENSG00000166693	30	42	188	322	128	286	598	70	633	44	392	593
ENSG00000166704	177	59	129	309	266	155	525	566	5	352	377	859
ENSG00000166707	116	188	48	168	138	103	99	417	327	17	237	369
ENSG00000166710	0	141	130	55	20	150	195	376	457	584	591	173
ENSG00000166716	83	23	186	230	261	226	53	161	502	448	609	848
ENSG00000166734	1	181	67	14	384	59	435	208	138	453	370	346
ENSG00000166736	48	116	158	263	301	199	171	376	651	125	365	91
ENSG00000166741	82	65	211	45	4	275	182	68	327	533	208	214
ENSG00000166743	6	75	133	143	7	343	591	603	382	82	453	728
ENSG00000166747	132	6	164	312	287	9	369	184	493	100	483	320
ENSG00000166748	48	195	42	219	166	190	406	404	33	33	279	202
ENSG00000166750	71	47	157	230	142	123	179	357	634	344	301	287
ENSG00000166770	39	22	155	293	341	367	385	560	417	478	233	726
ENSG00000166780	51	104	153	180	104	14	511	134	24	399	379	516
ENSG00000166783	65	129	121	227	263	213	195	296	241	278	362	146
ENSG00000166787	53	153	177	179	242	248	123	565	151	202	583	690
ENSG00000166788	96	141	122	310	352	291	458	266	141	159	39	512
ENSG00000166793	64	115	195	37	113	326	67	251	147	561	34	595
ENSG00000166794	77	20	161	271	263	76	593	602	499	360	45	649
ENSG00000166796	128	177	98	348	139	220	568	446	62	658	241	68
ENSG00000166797	63	161	183	239	38	241	154	24	354	694	245	863
ENSG00000166800	5	80	124	117	394	140	69	452	140	608	133	380
ENSG00000166801	75	130	50	183	142	54	136	118	646	267	312	123
ENSG00000166803	140	159	178	76	263	13	189	556	267	51	703	488
ENSG00000166813	0	58	90	227	298	282	581	611	318	220	378	392
ENSG00000166816	113	105	40	321	182	415	153	5	35	361	55	286
ENSG00000166819	141	77	50	104	297	243	530	614	274	431	671	722
ENSG00000166821	135	80	56	234	321	178	367	323	629	675	168	345
ENSG00000166822	10	28	169	51	264	64	533	573	18	494	540	658
ENSG00000166823	74	157	219	283	314	385	482	23	216	254	29	67
ENSG00000166825	13	131	208	370	127	366	340	603	11	56	66	455
ENSG00000166828	103	9	212	311	317	195	271	240	54	429	237	577
ENSG00000166831	64	182	146	292	115	438	289	234	193	601	88	220
ENSG00000166833	105	143	220	310	28	109	531	479	477	330	15	482
ENSG00000166839	71	22	51	140	296	137	378	183	0	570	189	255
ENSG00000166840	146	28	128	285	372	240	260	114	409	469	623	894
ENSG00000166845	128	25	31	271	87	213	467	620	120	242	516	645
ENSG00000166847	173	198	106	256	246	396	520	330	398	185	380	448
ENSG00000166848	6	160	67	115	392	234	100	152	216	678	436	311
ENSG00000166851	100	74	200	30	207	244	386	460	501	435	606	866
ENSG00000166855	39	12	212	54	260	45	145	481	174	376	362	486
ENSG00000166856	47	67	152	2	311	48	165	4	618	587	263	835
ENSG00000166860	104	54	178	169	342	305	271	544	340	582	475	204
ENSG00000166862	176	2	92	349	101	344	275	326	637	292	497	742
ENSG00000166863	92	165	51	262	205	37	497	345	50	82	408	103
ENSG00000166866	43	161	71	246	304	198	462	97	611	282	325	357
ENSG00000166869	10	127	63	80	310	300	275	595	253	501	64	646
ENSG00000166881	171	171	217	230	368	376	261	330	271	217	77	115
ENSG00000166884	159	159	12	140	237	29	242	514	302	690	364	385
ENSG00000166886	170	162	72	257	294	240	572	24	276	529	214	672
ENSG00000166887	152	130	126	356	365	68	97	280	377	681	303	788
ENSG00000166888	131	171	121	43	286	53	26	75	637	172	2	153
ENSG00000166889	126	106	95	34	246	34	242	574	289	226	251	711
ENSG00000166896	131	61	11	166	124	432	285	515	514	603	647	524
ENSG00000166900	137	128	38	56	272	97	68	123	300	60	351	292
ENSG00000166902	96	44	128	36	358	425	112	510	288	113	343	314
ENSG00000166908	161	29	208	112	292	327	496	243	0	249	484	263
ENSG00000166912	117	17	115	329	215	23	277	406	42	353	8	839
ENSG00000166913	142	189	156	334	27	156	13	414	549	126	241	320
ENSG00000166922	168	125	182	213	209	35	311	425	649	31	188	107
ENSG00000166923	98	68	122	63	337	177	395	532	507	678	595	395
ENSG00000166924	42	66	61	85	395	71	311	431	290	403	378	355
ENSG00000166925	147	138	220	205	45	101	337	443	174	521	189	507
ENSG00000166926	104	176	154	18	107	170	99	111	101	421	668	418
ENSG00000166928	60	37	146	278	175	438	559	189	500	625	107	513
ENSG00000166930	23	20	95	295	313	304	506	225	568	575	141	754
ENSG00000166938	80	167	193	232	368	1	493	267	353	155	109	445
ENSG00000166946	9	98	103	135	58	14	499	336	77	644	233	538
ENSG00000166947	28	33	43	191	117	360	534	245	249	418	333	399
ENSG00000166948	39	63	19	133	300	219	243	480	366	415	429	749
ENSG00000166949	105	57	46	86	197	122	278	139	594	197	543	282
ENSG00000166959	170	27	20	268	167	326	516	335	564	414	22	427
ENSG00000166960	18	188	133	270	59	163	221	32	75	456	569	739
ENSG00000166961	88	58	82	98	223	223	465	312	572	419	646	316
ENSG00000166963	34	30	188	295	76	347	269	101	307	191	329	779
ENSG00000166971	126	110	79	40	132	239	268	134	245	28	376	338
ENSG00000166974	106	167	202	223	109	298	158	284	317	625	495	441
ENSG00000166979	104	15	163	294	236	314	451	100	461	304	210	153
ENSG00000166986	115	40	82	369	164	12	586	301	110	635	141	672
ENSG00000166987	72	123	113	49	109	378	59	22	125	286	497	566
ENSG00000166997	90	104	102	30	360	327	576	235	244	580	656	460
ENSG00000167004	81	163	26	187	16	322	579	13	37	316	136	7
ENSG00000167005	120	84	213	60	105	212	170	276	265	471	306	829
ENSG00000167011	134	16	110	66	120	117	323	590	166	186	517	377
ENSG00000167014	155	114	13	334	381	418	583	48	48	407	225	232
ENSG00000167034	78	21	140	113	207	25	412	557	370	289	304	308
ENSG00000167037	168	90	1	348	110	244	366	42	473	383	435	296
ENSG00000167046	48	59	108	323	377	289	336	611	46	42	479	440
ENSG00000167065	30	12	158	164	158	403	334	471	401	142	281	863
ENSG00000167077	138	25	73	341	178	300	246	552	88	549	257	473
ENSG00000167080	67	120	156	231	208	8	441	281	517	214	163	649
ENSG00000167081	156	51	214	106	32	173	277	373	505	335	550	198
ENSG00000167083	113	48	132	155	197	265	341	615	389	120	655	896
ENSG00000167085	90	118	40	6	106	228	18	325	372	497	227	823
ENSG00000167088	146	89	207	156	319	318	240	125	452	655	321	511
ENSG00000167094	151	103	191	121	276	300	415	16	387	681	626	744
ENSG00000167098	115	151	103	68	97	250	467	5	649	109	351	879
ENSG00000167100	110	103	52	102	386	93	302	43	452	223	357	631
ENSG00000167103	92	52	84	335	189	332	216	152	71	145	131	6
ENSG00000167104	94	44	89	123	114	248	423	453	614	145	19	421
ENSG00000167105	35	190	119	213	108	82	384	134	266	359	496	188
ENSG00000167106	157	50	63	157	386	339	214	90	29	89	450	357
ENSG00000167107	61	185	21	291	331	68	172	129	80	140	301	898
ENSG00000167110	126	37	127	345	145	90	355	127	189	47	56	127
ENSG00000167112	12	41	28	9	110	217	307	61	39	356	218	354
ENSG00000167113	142	86	182	379	29	61	267	16	5	267	148	792
ENSG00000167114	174	168	15	17	303	306	503	121	9	210	30	668
ENSG00000167117	78	108	152	94	161	425	76	472	200	619	658	670
ENSG00000167118	37	192	168	61	224	394	206	440	64	442	569	550
ENSG00000167123	20	64	125	134	286	185	301	63	209	610	212	667
ENSG00000167130	56	177	157	324	191	130	93	164	539	116	512	272
ENSG00000167136	125	38	102	45	221	124	487	166	318	101	473	245
ENSG00000167139	91	14	213	23	287	294	220	543	174	513	319	124
ENSG00000167141	40	116	1	150	209	126	581	10	131	230	619	4
ENSG00000167157	74	112	91	225	107	413	220	98	642	150	260	726
ENSG00000167159	57	194	190	116	182	28	490	222	149	634	593	432
ENSG00000167173	4	23	121	373	104	172	88	494	624	494	178	628
ENSG00000167178	58	33	95	239	187	2	564	408	319	262	402	733
ENSG00000167182	144	178	82	361	280	368	4	457	126	469	448	78
ENSG00000167183	75	18	99	345	122	417	494	453	37	208	413	192
ENSG00000167186	157	81	205	17	263	24	547	166	516	587	383	715
ENSG00000167191	128	151	153	160	376	75	197	388	303	323	469	220
ENSG00000167193	28	103	149	9	167	45	557	505	180	174	151	110
ENSG00000167194	116	129	173	345	62	66	231	236	411	32	72	552
ENSG00000167196	94	139	85	185	172	164	505	528	131	332	16	701
ENSG00000167202	56	72	93	314	112	170	89	540	396	3	409	812
ENSG00000167207	174	111	11	118	206	401	3	47	329	470	712	744
ENSG00000167208	131	16	8	149	194	346	421	471	479	659	268	355
ENSG00000167210	43	174	40	57	104	177	549	284	512	165	27	638
ENSG00000167216	70	125	87	89	341	272	394	123	106	317	424	207
ENSG00000167220	88	101	2	30	391	107	254	175	252	607	735	241
ENSG00000167230	20	35	39	118	343	400	60	432	560	286	558	89
ENSG00000167236	55	158	50	146	84	303	223	27	46	631	285	18
ENSG00000167244	87	159	177	121	224	216	199	45	432	12	288	53
ENSG00000167257	115	129	38	19	386	271	267	548	341	418	640	709
ENSG00000167258	175	152	110	74	92	403	578	448	25	559	586	103
ENSG00000167261	87	167	219	370	398	151	135	54	605	157	395	841
ENSG00000167264	102	185	31	344	292	9	243	275	632	692	505	288
ENSG00000167272	102	74	75	218	77	376	20	402	497	123	135	104
ENSG00000167280	156	42	153	108	188	168	441	604	426	615	628	142
ENSG00000167281	14	46	181	171	224	80	301	151	257	174	180	90
ENSG00000167283	86	2	131	278	274	403	322	361	417	278	333	225
ENSG00000167286	111	5	132	230	328	303	133	182	403	213	119	358
ENSG00000167291	84	22	70	12	239	383	423	137	559	498	733	539
ENSG00000167306	40	17	169	237	287	376	129	388	49	465	528	11
ENSG00000167311	51	191	142	276	308	203	445	503	241	467	237	146
ENSG00000167315	123	112	125	156	139	113	354	58	361	544	55	818
ENSG00000167323	135	46	182	235	268	238	391	579	568	445	257	137
ENSG00000167325	127	18	179	10	66	70	153	488	242	484	71	497
ENSG00000167332	24	181	141	341	104	94	474	358	265	146	610	507
ENSG00000167333	10	10	139	152	25	61	505	579	587	480	391	800
ENSG00000167346	139	43	131	45	262	8	255	37	49	446	52	772
ENSG00000167360	9	59	36	210	374	196	287	550	112	186	258	289
ENSG00000167363	100	123	2	110	51	20	199	414	489	542	224	61
ENSG00000167371	23	83	86	179	230	256	328	251	327	594	416	364
ENSG00000167377	173	30	72	353	46	400	240	104	459	652	646	476
ENSG00000167378	104	15	200	339	44	395	37	506	637	200	182	738
ENSG00000167380	166	27	78	373	262	385	464	48	471	115	191	277
ENSG00000167383	108	171	74	53	180	199	238	140	64	138	594	539
ENSG00000167384	67	189	158	109	164	10	223	128	317	430	215	230
ENSG00000167390	65	114	112	265	35	116	104	508	174	601	551	292
ENSG00000167393	72	200	171	100	78	31	497	17	100	471	116	157
ENSG00000167394	14	113	116	329	342	30	453	574	415	73	275	174
ENSG00000167395	152	103	12	250	354	312	365	1	528	339	579	17
ENSG00000167414	134	195	21	257	330	22	432	119	136	191	602	544
ENSG00000167419	143	199	125	132	323	258	442	384	374	469	656	1
ENSG00000167434	2	44	101	211	240	120	467	422	504	606	524	651
ENSG00000167447	144	85	44	120	102	29	289	225	319	626	576	149
ENSG00000167459	63	199	33	275	327	71	490	352	26	349	570	337
ENSG00000167460	81	115	83	242	90	370	383	619	85	313	561	210
ENSG00000167461	127	105	34	58	58	168	87	201	213	592	17	348
ENSG00000167468	24	14	218	44	358	77	504	202	428	54	121	894
ENSG00000167470	137	43	201	379	237	236	437	381	608	77	11	488
ENSG00000167483	81	27	205	123	55	163	133	165	148	279	379	6
ENSG00000167487	168	41	16	55	234	136	147	57	368	27	512	119
ENSG00000167491	132	27	161	103	368	116	180	613	515	668	715	607
ENSG00000167508	118	185	208	58	172	431	297	394	456	343	365	737
ENSG00000167513	47	58	16	330	105	395	47	532	262	482	89	29
ENSG00000167515	106	131	67	77	165	148	337	164	503	472	265	413
ENSG00000167522	5	192	152	283	143	41	386	0	166	235	90	738
ENSG00000167523	50	12	187	62	315	31	139	365	30	509	500	798
ENSG00000167524	3	99	44	74	6	438	475	132	411	585	568	868
ENSG00000167525	15	102	218	187	2	55	15	141	605	563	380	367
ENSG00000167526	104	29	147	17	59	328	577	508	634	474	129	43
ENSG00000167528	56	135	129	129	94	169	62	262	84	89	385	81
ENSG00000167531	122	174	29	273	95	366	392	541	195	160	629	220
ENSG00000167535	133	130	58	137	49	6	217	436	576	98	609	111
ENSG00000167536	150	14	169	36	213	209	215	227	468	343	117	452
ENSG00000167543	50	6	43	112	342	411	139	356	129	331	305	14
ENSG00000167548	171	1	68	348	295	78	9	480	304	491	228	59
ENSG00000167549	145	117	142	247	52	158	198	59	206	209	82	259
ENSG00000167550	145	139	47	199	32	197	484	230	101	228	408	635
ENSG00000167552	55	126	214	377	63	133	577	87	455	416	294	468
ENSG00000167553	118	128	70	356	171	179	96	111	550	562	613	358
ENSG00000167554	47	157	116	61	108	235	470	74	245	618	530	660
ENSG00000167555	47	85	38	19	356	259	407	234	501	234	113	249
ENSG00000167562	31	65	189	318	387	342	244	140	66	157	339	49
ENSG00000167565	49	106	204	273	387	359	219	241	181	594	447	797
ENSG00000167566	166	124	170	280	183	369	119	486	342	553	485	767
ENSG00000167578	10	172	154	237	147	302	449	169	223	662	710	671
ENSG00000167580	81	125	204	12	45	87	330	556	53	199	618	8
ENSG00000167588	178	194	195	9	33	286	347	317	212	55	576	659
ENSG00000167595	140	171	121	241	400	333	528	136	83	660	308	383
ENSG00000167600	62	79	59	376	175	153	49	310	144	598	619	876
ENSG00000167601	96	66	49	187	208	252	0	379	472	396	45	319
ENSG00000167604	78	159	172	207	137	382	463	479	289	368	492	830
ENSG00000167608	90	115	1	50	245	171	423	331	349	654	143	672
ENSG00000167612	67	91	204	188	258	11	61	215	77	36	196	492
ENSG00000167613	11	121	62	325	79	361	546	344	255	538	244	405
ENSG00000167614	13	34	5	10	309	121	33	420	653	274	190	34
ENSG00000167615	44	100	107	3	45	382	425	399	321	233	476	831
ENSG00000167617	88	143	52	149	380	139	296	358	228	185	369	133
ENSG00000167618	178	72	68	360	272	328	172	299	406	373	699	571
ENSG00000167619	97	192	148	306	253	116	307	183	12	111	263	570
ENSG00000167625	173	168	34	246	315	62	163	8	655	583	286	85
ENSG00000167632	8	8	148	124	395	221	313	116	497	186	631	89
ENSG00000167633	108	69	58	87	116	135	155	73	658	687	291	318
ENSG00000167634	41	149	64	237	389	283	532	547	510	645	726	68
ENSG00000167635	52	167	132	58	312	163	413	79	271	87	659	191
ENSG00000167637	17	110	176	14	190	265	25	242	294	82	653	116
ENSG00000167641	58	169	205	273	9	31	474	505	315	426	138	262
ENSG00000167642	165	34	154	226	174	223	531	545	93	53	491	549
ENSG00000167644	125	169	34	183	4	392	348	327	210	87	128	306
ENSG00000167645	135	189	111	288	110	110	416	614	334	611	415	898
ENSG00000167646	49	70	35	7	381	283	378	341	382	173	9	316
ENSG00000167654	16	135	101	261	257	148	220	307	138	490	471	318
ENSG00000167656	58	184	143	301	208	113	267	256	299	210	73	73
ENSG00000167657	63	42	89	189	11	417	20	86	524	36	547	744
ENSG00000167658	109	196	59	306	335	241	374	292	625	144	206	544
ENSG00000167664	105	179	0	186	26	62	355	441	544	653	57	144
ENSG00000167670	150	155	21	332	319	194	141	234	130	316	662	521
ENSG00000167671	70	144	121	376	274	121	439	581	495	17	571	203
ENSG00000167674	9	77	31	373	44	226	380	493	224	124	696	170
ENSG00000167676	26	179	122	247	16	133	153	4	326	634	217	315
ENSG00000167680	83	139	53	217	182	335	478	82	520	139	676	258
ENSG00000167685	85	146	156	16	171	394	409	583	377	591	493	303
ENSG00000167693	137	95	25	378	39	218	353	311	555	651	368	581
ENSG00000167695	21	194	99	190	8	7	249	454	298	37	381	582
ENSG00000167699	126	25	100	123	382	8	372	382	629	407	345	444
ENSG00000167700	132	166	170	25	235	4	278	371	58	253	726	104
ENSG00000167701	85	24	127	157	31	363	293	244	69	330	102	661
ENSG00000167702	147	53	93	247	263	309	259	393	313	579	641	339
ENSG00000167703	21	162	90	279	311	164	226	56	175	686	491	671
ENSG00000167705	27	157	191	334	264	118	132	243	300	668	740	441
ENSG00000167711	59	95	44	228	386	42	181	185	517	471	309	650
ENSG00000167716	156	18	215	191	139	384	463	437	602	308	553	835
ENSG00000167720	108	179	182	261	23	71	110	230	508	155	144	792
ENSG00000167721	49	27	57	72	197	386	292	418	60	349	85	48
ENSG00000167723	172	153	56	373	189	369	122	125	258	56	314	703
ENSG00000167733	35	67	147	166	78	309	210	456	169	49	383	239
ENSG00000167741	127	8	62	312	384	315	380	375	169	695	245	250
ENSG00000167744	164	5	202	80	41	186	2	603	17	203	329	100
ENSG00000167747	144	64	197	214	170	154	73	222	376	478	361	811
ENSG00000167748	49	78	99	315	22	90	220	539	159	195	597	633
ENSG00000167749	82	73	46	113	203	68	203	27	258	235	76	513
ENSG00000167751	167	173	153	128	97	186	157	289	71	678	94	160
ENSG00000167754	149	180	93	364	366	380	64	425	103	326	111	652
ENSG00000167755	80	6	64	127	373	437	460	399	150	249	693	168
ENSG00000167757	19	47	200	158	53	11	36	176	30	629	61	361
ENSG00000167759	87	74	179	202	56	309	19	297	433	449	165	269
ENSG00000167765	74	32	201	212	25	189	50	85	5	73	227	818
ENSG00000167766	30	8	48	250	149	143	220	314	181	46	438	251
ENSG00000167768	104	52	179	114	221	259	291	408	484	509	248	301
ENSG00000167769	179	156	140	135	252	66	411	540	183	633	548	160
ENSG00000167770	133	168	81	42	274	155	319	132	22	324	114	711
ENSG00000167771	107	48	154	353	10	29	566	445	245	626	407	827
ENSG00000167772	68	186	202	214	17	34	578	455	610	666	239	692
ENSG00000167774	27	147	132	267	371	119	559	475	224	586	63	867
ENSG00000167775	8	117	168	216	52	227	449	274	75	0	452	548
ENSG00000167778	145	62	48	163	56	158	491	47	245	182	184	498
ENSG00000167779	143	189	197	369	356	382	384	9	510	663	674	281
ENSG00000167780	77	17	16	378	42	169	268	341	648	149	31	455
ENSG00000167785	99	154	183	169	273	278	132	401	417	327	470	616
ENSG00000167791	151	133	160	150	35	313	390	505	601	59	367	767
ENSG00000167792	88	139	99	208	376	396	393	356	414	418	541	434
ENSG00000167797	78	56	52	175	12	430	536	427	86	637	23	894
ENSG00000167799	94	112	29	41	268	366	318	16	330	447	435	662
ENSG00000167800	0	45	77	51	317	182	567	324	555	558	630	764
ENSG00000167807	119	81	43	18	0	329	493	389	27	59	0	295
ENSG00000167815	79	6	8	215	288	202	99	149	645	60	20	672
ENSG00000167822	46	198	158	169	285	194	138	449	274	557	486	143
ENSG00000167825	1	167	102	10	329	245	404	380	660	337	41	573
ENSG00000167840	109	20	32	234	386	198	547	3	574	21	470	717
ENSG00000167842	44	108	19	11	300	235	320	198	505	660	336	344
ENSG00000167850	30	52	48	132	9	113	84	243	455	386	95	386
ENSG00000167851	118	62	73	295	65	64	102	335	653	690	147	46
ENSG00000167858	15	125	88	243	171	337	82	611	284	81	516	623
ENSG00000167861	78	140	121	70	148	377	274	558	390	5	136	173
ENSG00000167862	89	74	218	134	311	380	358	556	165	694	5	506
ENSG00000167863	147	42	89	172	294	184	500	60	55	216	575	665
ENSG00000167874	162	103	90	115	351	277	269	100	122	303	329	337
ENSG00000167889	99	41	151	65	323	294	535	461	304	280	453	58
ENSG00000167895	132	54	113	256	99	233	206	341	626	550	225	277
